naselje;občina
Radvenci;Gornja Radgona
Rafolče;Lukovica
Rajec;Brežice
Rajhenav;Kočevje
Rajndol;Kočevje
Rajnkovec;Rogaška Slatina
Rajnovšče;Novo Mesto
Rajšele;Kostel
Raka;Krško
Rake;Kostel
Rakek;Cerknica
Rakičan;Murska Sobota
Rakitna;Brezovica
Rakitnica;Ribnica
Rakitnik;Postojna
Rakitovec;Koper
Rakitovec;Šentjur
Rakov Škocjan;Cerknica
Rakova Steza;Vojnik
Rakovci;Sveti Tomaž
Rakovec;Brežice
Rakovec;Metlika
Rakovec;Šmarje Pri Jelšah
Rakovica;Kranj
Rakovlje;Braslovče
Rakovnik;Medvode
Rakovnik;Šentjernej
Rakovnik Pri Birčni Vasi;Novo Mesto
Rakovnik Pri Šentrupertu;Šentrupert
Rakulik;Postojna
Ranca;Pesnica
Ranče;Rače-Fram
Rankovci;Tišina
Rapljevo;Dobrepolje
Raskovec;Oplotnica
Raša;Sežana
Rašica;Ljubljana
Rašica;Velike Lašče
Ratanska Vas;Rogaška Slatina
Rateče;Kranjska Gora
Ratečevo Brdo;Ilirska Bistrica
Ratež;Novo Mesto
Ratje;Žužemberk
Ratkovci;Moravske Toplice
Ravenska Vas;Zagorje Ob Savi
Ravna;Kanal
Ravnace;Metlika
Ravne;Ajdovščina
Ravne;Cerklje Na Gorenjskem
Ravne;Cerknica
Ravne;Litija
Ravne;Mirna
Ravne;Šoštanj
Ravne;Železniki
Ravne Na Blokah;Bloke
Ravne Na Koroškem;Ravne Na Koroškem
Ravne Nad Šentrupertom;Šentrupert
Ravne Pri Cerknem;Cerkno
Ravne Pri Mlinšah;Zagorje Ob Savi
Ravne Pri Šmartnem;Kamnik
Ravne Pri Zdolah;Krško
Ravne Pri Žireh;Žiri
Ravne V Bohinju;Bohinj
Ravni;Krško
Ravni Dol;Ivančna Gorica
Ravni Dol;Sodražica
Ravnica;Nova Gorica
Ravnica;Radovljica
Ravnik;Bloke
Ravnik;Šentrupert
Ravnik Pri Hotedršici;Logatec
Ravnje;Sežana
Ravno;Dobje
Ravno;Krško
Ravno Brdo;Ljubljana
Razbor;Sevnica
Razbor;Šentjur
Razbor Pri Čemšeniku;Zagorje Ob Savi
Razborca;Mislinja
Razbore;Trebnje
Razbore-K. O. Ježni Vrh;Šmartno Pri Litiji
Razdelj;Vojnik
Razdrto;Postojna
Razdrto;Šentjernej
Razgor;Vojnik
Razgor Pri Žabljeku;Slovenska Bistrica
Razgorce;Vojnik
Razguri;Sežana
Razkrižje;Razkrižje
Razori;Dobrova-Polhov Gradec
Razpotje;Idrija
Razpotje;Zagorje Ob Savi
Raztez;Krško
Razvanje;Maribor
Rdeči Breg – Del;Lovrenc Na Pohorju
Rdeči Breg – Del;Podvelka
Rdeči Kal;Ivančna Gorica
Rdeči Kal;Trebnje
Reber;Žužemberk
Reber Pri Škofljici;Škofljica
Recenjak;Lovrenc Na Pohorju
Rečica;Ilirska Bistrica
Rečica Ob Paki;Šmartno Ob Paki
Rečica Ob Savinji;Rečica Ob Savinji
Rejcov Grič;Idrija
Reka;Cerkno
Reka;Laško
Remšnik;Radlje Ob Dravi
Renče;Renče-Vogrsko
Renke;Litija
Renkovci;Turnišče
Rep;Slovenska Bistrica
Reparje;Cerknica
Repče;Ljubljana
Repče;Trebnje
Repišče;Videm
Replje;Trebnje
Repnje;Vodice
Repno;Šentjur
Repuš;Dobje
Resnik;Zreče
Reštanj;Krško
Reteče;Škofja Loka
Retje;Loški Potok
Retje Nad Trbovljami;Trbovlje
Retnje;Tržič
Reva;Trebnje
Ribče;Litija
Ribčev Laz;Bohinj
Ribjek;Mokronog-Trebelno
Ribjek;Osilnica
Ribnica;Brežice
Ribnica;Pivka
Ribnica;Ribnica
Ribnica Na Pohorju;Ribnica Na Pohorju
Ribniško Selo;Maribor
Ribno;Bled
Rifengozd;Laško
Rifnik;Šentjur
Rigelj Pri Ortneku;Ribnica
Rigonce;Brežice
Riharjevec;Šmartno Pri Litiji
Rihpovec;Trebnje
Rihtarovci;Radenci
Rim;Črnomelj
Rimske Toplice;Laško
Rinčetova Graba;Ljutomer
Ritmerk;Ormož
Ritomeče;Hrpelje-Kozina
Ritoznoj;Slovenska Bistrica
Rižana;Koper
Rjavci;Sveti Andraž V Slov. Goricah
Rjavče;Ilirska Bistrica
Rjavica;Rogaška Slatina
Rob;Velike Lašče
Robanov Kot;Solčava
Robič;Kobarid
Robidišče;Kobarid
Robidni Breg;Kanal
Robidnica;Gorenja Vas-Poljane
Roče;Tolmin
Ročevnica;Tržič
Ročica;Pesnica
Ročinj;Kanal
Rodež;Zagorje Ob Savi
Rodica;Domžale
Rodik;Hrpelje-Kozina
Rodine;Črnomelj
Rodine;Žirovnica
Rodine Pri Trebnjem;Trebnje
Rodmošci;Gornja Radgona
Rodni Vrh;Podlehnik
Rogačice;Sevnica
Rogaška Slatina;Rogaška Slatina
Rogašovci;Rogašovci
Rogatec;Rogatec
Rogatec Nad Želimljami;Ig
Rogati Hrib;Kočevje
Roginska Gorca;Podčetrtek
Rogla;Zreče
Rogoza;Hoče-Slivnica
Rogoznica;Lenart
Roje;Šentjernej
Roje Pri Čatežu;Trebnje
Roje Pri Trebelnem;Mokronog-Trebelno
Ropoča;Rogašovci
Rosalnice;Metlika
Rošnja;Starše
Rošpoh – Del;Kungota
Rošpoh – Del;Maribor
Rotman;Juršinci
Rova;Domžale
Rove;Vojnik
Rove;Zagorje Ob Savi
Rovišče;Zagorje Ob Savi
Rovišče Pri Studencu;Sevnica
Rovt;Dobrova-Polhov Gradec
Rovt Pod Menino;Nazarje
Rovtarske Žibrše;Logatec
Rovte;Logatec
Rovte;Radovljica
Rovte V Selški Dolini;Škofja Loka
Rožanče;Bloke
Rožanec;Črnomelj
Rožar;Koper
Roženberk;Šentrupert
Rožengrunt;Sveta Ana
Roženpelj;Trebnje
Rožice;Hrpelje-Kozina
Rožič Vrh;Črnomelj
Rožički Vrh;Sveti Jurij Ob Ščavnici
Rožično;Kamnik
Rožna Dolina;Nova Gorica
Rožni Dol;Semič
Rožni Vrh;Celje
Rožni Vrh;Trebnje
Rožnik;Grosuplje
Rožno;Krško
Rtiče;Zagorje Ob Savi
Rubije;Komen
Rucmanci;Sveti Tomaž
Ručetna Vas;Črnomelj
Rudna Vas;Radeče
Rudnica;Podčetrtek
Rudnik Pri Moravčah;Moravče
Rudnik Pri Radomljah;Kamnik
Rudno;Železniki
Rudolfovo;Cerknica
Ruhna Vas;Škocjan
Rumanja Vas;Straža
Runarsko;Bloke
Runeč;Ormož
Runtole;Celje
Rupe;Celje
Rupe;Velike Lašče
Ruperče;Maribor
Ruše;Ruše
Ruše;Žalec
Rut;Tolmin
Ruta;Lovrenc Na Pohorju
Ržišče;Kostanjevica Na Krki
Ržišče;Litija
Ržiše;Zagorje Ob Savi
Sabonje;Ilirska Bistrica
Sad;Ivančna Gorica
Sadinja Vas;Ljubljana
Sadinja Vas Pri Dvoru;Žužemberk
Sadni Hrib;Kočevje
Sajenice;Mirna
Sajevce;Kostanjevica Na Krki
Sajevče;Postojna
Sajevec;Ribnica
Saksid;Nova Gorica
Sakušak;Juršinci
Samotorica;Horjul
Sanabor;Vipava
Sapnik;Kostel
Sarsko;Ig
Satahovci;Murska Sobota
Sava;Litija
Savci;Sveti Tomaž
Savica;Bohinj
Savina;Ljubno
Savinsko;Makole
Sebeborci;Moravske Toplice
Sebenje;Tržič
Seč;Kočevje
Seča;Piran
Sečje Selo;Črnomelj
Sečovlje;Piran
Sedlarjevo;Podčetrtek
Sedlašek;Podlehnik
Sedlo;Kobarid
Sedraž;Laško
Segonje;Škocjan
Segovci;Apače
Sejanci;Sveti Tomaž
Sejenice;Trebnje
Sekirišče;Velike Lašče
Sela;Osilnica
Sela;Podčetrtek
Sela;Sežana
Sela;Šmarješke Toplice
Sela;Videm
Sela Na Krasu;Miren-Kostanjevica
Sela Nad Podmelcem;Tolmin
Sela Pri Ajdovcu;Žužemberk
Sela Pri Dobovi;Brežice
Sela Pri Dobu;Ivančna Gorica
Sela Pri Dol. Toplicah;Dolenjske Toplice
Sela Pri Dragatušu;Črnomelj
Sela Pri Hinjah;Žužemberk
Sela Pri Jugorju;Metlika
Sela Pri Kamniku;Kamnik
Sela Pri Otovcu;Črnomelj
Sela Pri Raki;Krško
Sela Pri Ratežu;Novo Mesto
Sela Pri Sobračah;Ivančna Gorica
Sela Pri Šentjerneju;Šentjernej
Sela Pri Šmarju;Grosuplje
Sela Pri Štravberku;Novo Mesto
Sela Pri Šumberku;Trebnje
Sela Pri Višnji Gori;Ivančna Gorica
Sela Pri Volčah;Tolmin
Sela Pri Vrčicah;Semič
Sela Pri Zajčjem Vrhu;Novo Mesto
Sela Pri Zburah;Šmarješke Toplice
Selca;Železniki
Selce;Lenart
Selce;Litija
Selce;Lukovica
Selce;Pivka
Selce;Tolmin
Selce;Vojnik
Selce Nad Blanco;Sevnica
Selce Pri Leskovcu;Krško
Selce Pri Moravčah;Moravče
Selce Pri Špeharjih;Črnomelj
Sele;Slovenj Gradec
Sele;Šentjur
Sele – Del;Ravne Na Koroškem
Sele Pri Polskavi;Slovenska Bistrica
Selišče;Dolenjske Toplice
Selišče;Tolmin
Selišči;Sveti Jurij Ob Ščavnici
Selnica Ob Dravi;Selnica Ob Dravi
Selnica Ob Muri;Šentilj
Selnik;Ig
Selo;Ajdovščina
Selo;Krško
Selo;Moravske Toplice
Selo;Sežana
Selo;Žiri
Selo Nad Laškim;Laško
Selo Nad Polhovim Gradcem;Dobrova-Polhov Gradec
Selo Pri Bledu;Bled
Selo Pri Ihanu;Domžale
Selo Pri Kostelu;Kostel
Selo Pri Mirni;Mirna
Selo Pri Moravčah;Moravče
Selo Pri Pancah;Ljubljana
Selo Pri Radohovi Vasi;Ivančna Gorica
Selo Pri Robu;Velike Lašče
Selo Pri Vodicah;Vodice
Selo Pri Vranskem;Vransko
Selo Pri Zagorici;Mirna Peč
Selo Pri Zagorju;Zagorje Ob Savi
Selo Pri Žirovnici;Žirovnica
Selovec;Dravograd
Selska Gora;Mirna
Selski Vrh;Slovenske Konjice
Selšček;Cerknica
Selšek;Šmartno Pri Litiji
Semič;Semič
Senadole;Divača
Senadolice;Sežana
Senčak;Sveti Tomaž
Senčak Pri Juršincih;Juršinci
Senešci;Ormož
Seničica;Medvode
Senično;Tržič
Senik;Brda
Senik;Sveti Tomaž
Seniški Breg;Kanal
Senovica;Šmarje Pri Jelšah
Senovo;Krško
Senožeče;Divača
Senožete;Krško
Senožete;Laško
Senožeti;Dol Pri Ljubljani
Senožeti;Zagorje Ob Savi
Senuše;Krško
Serdica;Rogašovci
Serjuče;Moravče
Sestrže;Majšperk
Setnica – Del;Dobrova-Polhov Gradec
Setnica – Del;Medvode
Setnik;Dobrova-Polhov Gradec
Sevce;Laško
Sevec;Slovenska Bistrica
Sevnica;Sevnica
Sevno;Novo Mesto
Sevno;Šmartno Pri Litiji
Sežana;Sežana
Sidol;Kamnik
Sidraž;Cerklje Na Gorenjskem
Silova;Velenje
Silovec;Brežice
Sinja Gorica;Vrhnika
Sinji Vrh;Črnomelj
Sinovica;Sodražica
Sirči;Koper
Sitarovci;Ljutomer
Sitež;Majšperk
Skadanščina;Hrpelje-Kozina
Skakovci;Cankova
Skaručna;Vodice
Skoke;Miklavž Na Dravskem Polju
Skomarje;Zreče
Skopo;Sežana
Skorba;Hajdina
Skorišnjak;Videm
Skorno;Šmartno Ob Paki
Skorno Pri Šoštanju;Šoštanj
Skrblje;Majšperk
Skrilje;Ajdovščina
Skrovnik;Sevnica
Sladka Gora;Šmarje Pri Jelšah
Sladki Vrh;Šentilj
Slamna Vas;Metlika
Slamniki;Bled
Slamnjak;Ljutomer
Slance;Celje
Slančji Vrh;Sevnica
Slap;Sevnica
Slap;Tržič
Slap;Vipava
Slap Ob Idrijci;Tolmin
Slape;Majšperk
Slapnik;Brda
Slaptinci;Sveti Jurij Ob Ščavnici
Slatenik;Pesnica
Slatina;Cirkulane
Slatina;Kungota
Slatina;Šmartno Ob Paki
Slatina Pri Dobjem;Dobje
Slatina Pri Ponikvi;Šentjur
Slatina V Rožni Dolini;Celje
Slatinski Dol;Kungota
Slatna;Radovljica
Slatnik;Ribnica
Slavče;Brda
Slavina;Litija
Slavina;Postojna
Slavinje;Postojna
Slavski Laz;Kostel
Slavšina;Sveti Andraž V Slov. Goricah
Sleme;Bloke
Slepšek;Mokronog-Trebelno
Slinovce;Kostanjevica Na Krki
Slivice;Cerknica
Slivje;Hrpelje-Kozina
Slivje;Krško
Slivna;Litija
Slivnica Pri Celju;Šentjur
Slivnica Pri Mariboru;Hoče-Slivnica
Slivniško Pohorje;Hoče-Slivnica
Slivno;Laško
Slogonsko;Brežice
Sloka Gora;Velike Lašče
Slomi;Dornava
Slope;Hrpelje-Kozina
Slovenj Gradec;Slovenj Gradec
Slovenja Vas;Hajdina
Slovenska Bistrica;Slovenska Bistrica
Slovenska Vas;Brežice
Slovenska Vas;Kočevje
Slovenska Vas;Pivka
Slovenska Vas;Šentrupert
Slovenske Konjice;Slovenske Konjice
Slovenski Javornik;Jesenice
Slugovo;Cerknica
Smast;Kobarid
Smečice;Krško
Smednik;Krško
Smlednik;Medvode
Smokuč;Žirovnica
Smokvica;Koper
Smoldno;Gorenja Vas-Poljane
Smolenja Vas;Novo Mesto
Smoleva;Železniki
Smolinci;Cerkvenjak
Smolnik;Dobrova-Polhov Gradec
Smolnik;Ruše
Smrečje;Vrhnika
Smrečje V Črni;Kamnik
Smrečno;Slovenska Bistrica
Smrje;Ilirska Bistrica
Smrjene;Škofljica
Smuka;Kočevje
Snežatno;Brda
Snežeče;Brda
Snežnik;Ilirska Bistrica
Snovik;Kamnik
Sobenja Vas;Brežice
Sobetinci;Markovci
Sobrače;Ivančna Gorica
Socerb;Koper
Socka;Vojnik
Soča;Bovec
Sočerga;Koper
Sodevci;Črnomelj
Sodinci;Ormož
Sodišinci;Tišina
Sodji Vrh;Semič
Sodna Vas;Podčetrtek
Sodražica;Sodražica
Sojek;Slovenske Konjice
Sokoliči;Koper
Solčava;Solčava
Solkan;Nova Gorica
Sopota;Litija
Sopota;Zagorje Ob Savi
Sopotnica;Škofja Loka
Sora;Medvode
Sotensko Pod Kalobjem;Šentjur
Sotensko Pri Šmarju;Šmarje Pri Jelšah
Soteska;Dolenjske Toplice
Soteska;Kamnik
Soteska Pri Moravčah;Moravče
Sotina;Rogašovci
Soviče;Videm
Sovinek;Semič
Sovinja Peč;Kamnik
Sovjak;Sveti Jurij Ob Ščavnici
Sovjak;Trnovska Vas
Sovodenj;Gorenja Vas-Poljane
Sovra;Žiri
Soze;Ilirska Bistrica
Spodnja Bačkova;Benedikt
Spodnja Bela;Preddvor
Spodnja Besnica;Kranj
Spodnja Bilpa;Kočevje
Spodnja Branica;Nova Gorica
Spodnja Brežnica;Poljčane
Spodnja Dobrava;Moravče
Spodnja Dobrava;Radovljica
Spodnja Draga;Ivančna Gorica
Spodnja Gorica;Rače-Fram
Spodnja Hajdina;Hajdina
Spodnja Idrija;Idrija
Spodnja Jablanica;Šmartno Pri Litiji
Spodnja Javoršica;Moravče
Spodnja Kanomlja;Idrija
Spodnja Kapla;Podvelka
Spodnja Korena;Duplek
Spodnja Kostrivnica;Rogaška Slatina
Spodnja Libna;Krško
Spodnja Lipnica;Radovljica
Spodnja Ložnica;Slovenska Bistrica
Spodnja Luša;Škofja Loka
Spodnja Nova Vas;Slovenska Bistrica
Spodnja Orlica;Radlje Ob Dravi
Spodnja Pohanca;Brežice
Spodnja Polskava;Slovenska Bistrica
Spodnja Ponkvica;Šmarje Pri Jelšah
Spodnja Pristava;Slovenske Konjice
Spodnja Rečica;Laško
Spodnja Rečica;Rečica Ob Savinji
Spodnja Ročica;Benedikt
Spodnja Selnica;Selnica Ob Dravi
Spodnja Senarska;Sveta Trojica V Slov. Goricah
Spodnja Senica;Medvode
Spodnja Slivnica;Grosuplje
Spodnja Sorica;Železniki
Spodnja Sveča;Majšperk
Spodnja Ščavnica;Gornja Radgona
Spodnja Velka;Šentilj
Spodnja Vižinga;Radlje Ob Dravi
Spodnja Voličina;Lenart
Spodnje Bitnje;Kranj
Spodnje Blato;Grosuplje
Spodnje Brezovo;Ivančna Gorica
Spodnje Danje;Železniki
Spodnje Dobrenje;Pesnica
Spodnje Dule;Krško
Spodnje Duplice;Grosuplje
Spodnje Duplje;Naklo
Spodnje Gameljne;Ljubljana
Spodnje Gorče;Braslovče
Spodnje Gorje;Gorje
Spodnje Gruškovje;Podlehnik
Spodnje Grušovje;Slovenske Konjice
Spodnje Grušovlje;Žalec
Spodnje Hlapje;Pesnica
Spodnje Hoče;Hoče-Slivnica
Spodnje Jablane;Kidričevo
Spodnje Jarše;Domžale
Spodnje Jelenje;Litija
Spodnje Jezersko;Jezersko
Spodnje Konjišče;Apače
Spodnje Koseze;Lukovica
Spodnje Kraše;Nazarje
Spodnje Laze;Gorje
Spodnje Laže;Slovenske Konjice
Spodnje Loke;Lukovica
Spodnje Mestinje;Šmarje Pri Jelšah
Spodnje Mladetiče;Sevnica
Spodnje Negonje;Rogaška Slatina
Spodnje Palovče;Kamnik
Spodnje Partinje;Lenart
Spodnje Pijavško;Krško
Spodnje Pirniče;Medvode
Spodnje Pobrežje;Rečica Ob Savinji
Spodnje Poljčane;Poljčane
Spodnje Prapreče;Lukovica
Spodnje Prebukovje;Slovenska Bistrica
Spodnje Preloge;Slovenske Konjice
Spodnje Roje;Žalec
Spodnje Sečovo;Rogaška Slatina
Spodnje Selce;Šmarje Pri Jelšah
Spodnje Slemene;Šentjur
Spodnje Stranice;Zreče
Spodnje Stranje;Kamnik
Spodnje Škofije;Koper
Spodnje Tinsko;Šmarje Pri Jelšah
Spodnje Verjane;Sveta Trojica V Slov. Goricah
Spodnje Vetrno;Tržič
Spodnje Vodale;Sevnica
Spodnje Vrtiče;Kungota
Spodnji Boč;Selnica Ob Dravi
Spodnji Brnik;Cerklje Na Gorenjskem
Spodnji Čačič;Osilnica
Spodnji Dolič;Vitanje
Spodnji Duplek;Duplek
Spodnji Gabernik;Rogaška Slatina
Spodnji Gaj Pri Pragerskem;Kidričevo
Spodnji Gasteraj;Sveti Jurij V Slov. Goricah
Spodnji Hotič;Litija
Spodnji Ivanjci;Gornja Radgona
Spodnji Jakobski Dol;Pesnica
Spodnji Jernej;Slovenske Konjice
Spodnji Kamenščak;Ljutomer
Spodnji Ključarovci;Ormož
Spodnji Kocjan;Radenci
Spodnji Leskovec;Videm
Spodnji Log;Kočevje
Spodnji Log;Litija
Spodnji Otok;Radovljica
Spodnji Petelinjek;Lukovica
Spodnji Porčič;Lenart
Spodnji Prekar;Moravče
Spodnji Razbor;Slovenj Gradec
Spodnji Slemen;Selnica Ob Dravi
Spodnji Stari Grad;Krško
Spodnji Šemnik;Zagorje Ob Savi
Spodnji Tuštanj;Moravče
Spodnji Velovlek;Ptuj
Spodnji Vrsnik;Idrija
Spodnji Žerjavci;Lenart
Spuhlja;Ptuj
Srakovlje;Kranj
Srebotje;Šentilj
Srebrniče;Novo Mesto
Srebrnik;Bistrica Ob Sotli
Sredgora;Semič
Središče;Moravske Toplice
Središče Ob Dravi;Središče Ob Dravi
Srednik;Sevnica
Srednja Bela;Preddvor
Srednja Bistrica;Črenšovci
Srednja Dobrava;Radovljica
Srednja Kanomlja;Idrija
Srednja Vas;Radovljica
Srednja Vas;Semič
Srednja Vas – Goriče;Kranj
Srednja Vas Pri Dragi;Loški Potok
Srednja Vas Pri Kamniku;Kamnik
Srednja Vas Pri Polh. Grad.;Dobrova-Polhov Gradec
Srednja Vas Pri Šenčurju;Šenčur
Srednja Vas V Bohinju;Bohinj
Srednja Vas-Loški Potok;Loški Potok
Srednja Vas-Poljane;Gorenja Vas-Poljane
Srednje;Maribor
Srednje Arto;Krško
Srednje Bitnje;Kranj
Srednje Brdo;Gorenja Vas-Poljane
Srednje Gameljne;Ljubljana
Srednje Grčevje;Novo Mesto
Srednje Jarše;Domžale
Srednje Laknice;Mokronog-Trebelno
Srednje Pijavško;Krško
Srednji Dolič;Mislinja
Srednji Gasteraj;Sveti Jurij V Slov. Goricah
Srednji Globodol;Mirna Peč
Srednji Lipovec;Žužemberk
Srednji Potok;Kostel
Srednji Radenci;Črnomelj
Srednji Vrh;Dobrova-Polhov Gradec
Srednji Vrh;Kranjska Gora
Sremič;Krško
Srgaši;Koper
Srnjak;Velike Lašče
Srobotnik Ob Kolpi;Kostel
Srobotnik Pri Vel. Laščah;Velike Lašče
Sromlje;Brežice
Srpenica;Bovec
Srževica;Šentjur
Stahovica;Kamnik
Staje;Ig
Stan;Mirna
Stanečka Vas;Majšperk
Stanetinci;Cerkvenjak
Stanetinci;Sveti Jurij Ob Ščavnici
Stanežiče;Ljubljana
Staniše;Škofja Loka
Stanjevci;Gornji Petrovci
Stankovo;Brežice
Stanošina;Podlehnik
Stanovišče;Kobarid
Stanovno;Ormož
Stanovsko;Poljčane
Stara Bučka;Škocjan
Stara Cerkev;Kočevje
Stara Cesta;Ljutomer
Stara Fužina;Bohinj
Stara Gora;Benedikt
Stara Gora;Mirna
Stara Gora;Nova Gorica
Stara Gora;Sveti Jurij Ob Ščavnici
Stara Gora Pri Šentilju;Šentilj
Stara Gora Pri Vel.Gabru;Šmartno Pri Litiji
Stara Lipa;Črnomelj
Stara Loka;Škofja Loka
Stara Nova Vas;Križevci
Stara Oselica;Gorenja Vas-Poljane
Stara Sela;Kamnik
Stara Sušica;Pivka
Stara Vas;Postojna
Stara Vas-Bizeljsko;Brežice
Stara Vrhnika;Vrhnika
Stare Slemene;Slovenske Konjice
Stare Žage;Dolenjske Toplice
Stari Breg;Kočevje
Stari Dvor;Radeče
Stari Grad;Krško
Stari Grad;Makole
Stari Grad V Podbočju;Krško
Stari Kot;Loški Potok
Stari Log;Kočevje
Stari Log;Slovenska Bistrica
Stari Trg;Ivančna Gorica
Stari Trg;Slovenj Gradec
Stari Trg Ob Kolpi;Črnomelj
Stari Trg Pri Ložu;Loška Dolina
Starihov Vrh;Semič
Staro Brezje;Kočevje
Staro Selo;Kobarid
Starod;Ilirska Bistrica
Starošince;Kidričevo
Starše;Starše
Stavča Vas;Žužemberk
Stavešinci;Gornja Radgona
Stavešinski Vrh;Gornja Radgona
Stebljevek;Kamnik
Stegne;Moravče
Stehanja Vas;Trebnje
Stelnik;Kostel
Stenica;Vitanje
Stepani;Koper
Steske;Nova Gorica
Stična;Ivančna Gorica
Stirpnik;Škofja Loka
Stiška Vas;Cerklje Na Gorenjskem
Stogovci;Apače
Stogovci;Majšperk
Stojanski Vrh;Brežice
Stojnci;Markovci
Stolnik;Kamnik
Stolovnik;Krško
Stomaž;Ajdovščina
Stomaž;Sežana
Stopce;Laško
Stopče;Šentjur
Stope;Velike Lašče
Stoperce;Majšperk
Stopiče;Novo Mesto
Stopnik;Tolmin
Stopnik;Vransko
Stopno;Makole
Stopno;Škocjan
Strahinj;Naklo
Strahomer;Ig
Strahovlje;Zagorje Ob Savi
Strajna;Podlehnik
Strane;Postojna
Stranice;Zreče
Stranje;Krško
Stranje;Šmarje Pri Jelšah
Stranje Pri Dobrniču;Trebnje
Stranje Pri Škocjanu;Škocjan
Stranje Pri Velikem Gabru;Trebnje
Stranska Vas;Dobrova-Polhov Gradec
Stranska Vas;Novo Mesto
Stranska Vas Ob Višnjici;Ivančna Gorica
Stranska Vas Pri Semiču;Semič
Stranske Makole;Makole
Stranski Vrh;Litija
Straška Gorca;Šentjur
Straža;Cerkno
Straža;Lukovica
Straža;Straža
Straža;Šentrupert
Straža Na Gori;Šentjur
Straža Pri Dolu;Vojnik
Straža Pri Krškem;Krško
Straža Pri Moravčah;Moravče
Straža Pri Novi Cerkvi;Vojnik
Straža Pri Oplotnici;Oplotnica
Straža Pri Raki;Krško
Straže;Lenart
Stražgonjca;Kidričevo
Stražica;Vojnik
Stražišče;Cerknica
Stražišče;Prevalje
Stražišče;Ravne Na Koroškem
Stražnji Vrh;Črnomelj
Strehovci;Dobrovnik
Strejaci;Dornava
Strelac;Šmarješke Toplice
Strelci;Markovci
Strensko;Laško
Strezetina;Ormož
Strjanci;Ormož
Strletje;Velike Lašče
Strmca;Bloke
Strmca;Laško
Strmca;Postojna
Strmec;Idrija
Strmec;Litija
Strmec;Luče
Strmec;Velike Lašče
Strmec Na Predelu;Bovec
Strmec Nad Dobrno;Dobrna
Strmec Pri Destrniku;Destrnik
Strmec Pri Leskovcu;Videm
Strmec Pri Ormožu;Ormož
Strmec Pri Polenšaku;Dornava
Strmec Pri Sv. Florijanu;Rogaška Slatina
Strmica;Škofja Loka
Strmica;Vrhnika
Strmo Rebro;Krško
Strnišče;Kidričevo
Stročja Vas;Ljutomer
Strojiči;Osilnica
Strojna;Ravne Na Koroškem
Strtenica;Šmarje Pri Jelšah
Strtenik;Slovenske Konjice
Strug;Makole
Strukovci;Puconci
Strunjan;Piran
Stružnica;Kostel
Stržišče;Sevnica
Stržišče;Tolmin
Studena Gora;Ilirska Bistrica
Studenca;Kamnik
Studence;Hrastnik
Studence;Žalec
Studenčice;Medvode
Studenčice;Radovljica
Studenec;Postojna
Studenec;Sevnica
Studenec;Trebnje
Studenec Na Blokah;Bloke
Studenec Pri Krtini;Domžale
Studenice;Poljčane
Studeno;Postojna
Studeno;Železniki
Studeno Na Blokah;Bloke
Studor;Gorenja Vas-Poljane
Studor V Bohinju;Bohinj
Suha;Škofja Loka
Suha Pri Predosljah;Kranj
Suhadol;Laško
Suhadol;Slovenske Konjice
Suhadole;Komenda
Suhadole;Litija
Suhi Potok;Kočevje
Suhi Vrh;Moravske Toplice
Suhi Vrh;Prevalje
Suho;Dobje
Suhor;Kostel
Suhor;Novo Mesto
Suhor Pri Dol. Toplicah;Dolenjske Toplice
Suhorje;Pivka
Suša;Gorenja Vas-Poljane
Suša;Ig
Suša;Lukovica
Sušak;Ilirska Bistrica
Sušica;Ivančna Gorica
Sušje;Ribnica
Sužid;Kobarid
Sv. Ana V Slov. Goricah;Sveta Ana
Sv. Andrej;Škofja Loka
Sv. Anton;Koper
Sv. Anton Na Pohorju;Radlje Ob Dravi
Sv. Barbara;Škofja Loka
Sv. Boštjan;Dravograd
Sv. Danijel;Dravograd
Sv. Duh;Dravograd
Sv. Duh;Škofja Loka
Sv. Duh Na Ostrem Vrhu;Selnica Ob Dravi
Sv. Ema;Podčetrtek
Sv. Florijan;Rogaška Slatina
Sv. Gregor;Ribnica
Sv. Jernej Nad Muto;Muta
Sv. Jurij;Rogatec
Sv. Lenart;Škofja Loka
Sv. Lovrenc;Prebold
Sv. Ožbolt;Škofja Loka
Sv. Peter;Piran
Sv. Petra Hrib;Škofja Loka
Sv. Primož Na Pohorju;Vuzenica
Sv. Primož Nad Muto;Muta
Sv. Tomaž;Škofja Loka
Sv. Trije Kralji;Radlje Ob Dravi
Sv. Trije Kralji V Slov. Gor.;Benedikt
Sv. Trojica;Domžale
Sv. Trojica V Slov. Goricah;Sveta Trojica V Slov. Goricah
Sv. Vid;Vuzenica
Sv. Vrh;Mokronog-Trebelno
Svečane;Šentilj
Svečina;Kungota
Sveta Ana Pri Ložu;Loška Dolina
Sveta Gora;Nova Gorica
Sveta Planina;Trbovlje
Sveta Trojica;Bloke
Svetelka;Šentjur
Sveti Andrej;Moravče
Sveti Duh;Bloke
Sveti Florijan Nad Škofjo Loko;Škofja Loka
Sveti Jernej;Slovenske Konjice
Sveti Jošt Nad Kranjem;Kranj
Sveti Jurij;Rogašovci
Sveti Jurij Ob Ščavnici;Sveti Jurij Ob Ščavnici
Sveti Lenart;Cerklje Na Gorenjskem
Sveti Štefan;Šmarje Pri Jelšah
Sveti Tomaž;Sveti Tomaž
Sveti Vid;Cerknica
